3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,-2.396132333584674312e-01,-4.293944981334405497e-01
3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.241698428530838783e+00,-1.453959928012811043e+00,-8.664597017671851198e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.074559721137827051e+00,1.019939548233447679e+00,-1.310482007835208629e+00,2.312802804556732816e-01,-2.073683834753819732e-01
7.021258602649595171e-02,2.483160314250215384e-01,1.422639986356692532e+00,9.673874284826357028e-01,3.178056448293452019e-01
-2.100400195635874212e+00,2.297953057718017111e-01,1.530627731088592069e+00,7.123072103408072397e-01,4.221159710794664816e-02
-9.758306283306819040e-01,6.410551408184583799e-01,-2.102204366416213221e-01,5.296195397580839570e-01,8.503157977563771119e-01
-1.447999964488658531e+00,1.018763598569166762e+00,-1.199052289486184919e-01,6.173181569065636087e-02,5.431026150964853860e-01
-2.001633020691657716e+00,-3.005887571505386768e-01,-1.053123144806222600e+00,4.504129344702489934e-01,-5.932271784745404286e-01
3.602459538745859668e-01,-5.418859855005686565e-01,-3.477748355671027043e-03,3.926495928231049093e-01,-3.629419272492719339e-01
